name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,isData,generator,additionalSelection,run
,,,,,,,,,,,
ttHToNonbb_M125_TuneCP5_13TeV-powheg-pythia8_new_pmx,/ttHToNonbb_M125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,7966779,0.563444666673,0.2118,4.71836912581E-05,/ttHToNonbb_M125_TuneCP5_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
ttHTobb_M125_TuneCP5_13TeV-powheg-pythia8_new_pmx,/ttHTobb_M125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,8000000,0.527195672605,0.2953,7.00166976289E-05,/ttHTobb_M125_TuneCP5_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017_v2-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
ttHTobb_ttToSemiLep_M125_TuneCP5_13TeV-powheg-pythia8,/ttHTobb_ttToSemiLep_M125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,9332943,0.237305804898,0.1297,5.85616090185E-05,/ttHTobb_ttToSemiLep_M125_TuneCP5_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
ttHTobb_ttTo2L2Nu_M125_TuneCP5_13TeV-powheg-pythia8,/ttHTobb_ttTo2L2Nu_M125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,9794620,0.0568296560871,0.0313,5.62317653798E-05,/ttHTobb_ttTo2L2Nu_M125_TuneCP5_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
,,,,,,,,,,,
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,/TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,9618000,1,0.5071,5.27240590559E-05,/TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,MadGraph,NONE,2017
,,,,,,,,,,,
TTbb_Powheg_Openloops_new_pmx,/TTbb_Powheg_Openloops/mhorzela-RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1-corrected-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER,5527979,27.2523031304,15.7286210473,0.00010440494,/TTbb_Powheg_Openloops/mhorzela-RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1-corrected-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER,94X_mc2017_realistic_v17,FALSE,notSpecified,NONE,2017
TTbb_Powheg_Openloops_DL,"/TTbb_Powheg_Openloops/asaibel-TTTo2L2Nu_RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1_ext1-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER,/TTbb_Powheg_Openloops/asaibel-TTTo2L2Nu_RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER",3687000,4.57823566168,3.80236639021,0.00022525927,"/TTbb_Powheg_Openloops/asaibel-TTTo2L2Nu_RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1_ext1-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER,/TTbb_Powheg_Openloops/asaibel-TTTo2L2Nu_RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1-5f646ecd4e1c7a39ab0ed099ff55ceb9/USER",94X_mc2017_realistic_v17,FALSE,notSpecified,NONE,2017
TTbb_4f_TTToHadronic_TuneCP5-Powheg-Openloops-Pythia8,/TTbb_4f_TTToHadronic_TuneCP5-Powheg-Openloops-Pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,6727500,19.9519746008,16.2728392124,0.000121233807127,/TTbb_4f_TTToHadronic_TuneCP5-Powheg-Openloops-Pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,notSpecified,NONE,2017
,,,,,,,,,,,
TTToSemiLeptonic_TuneCP5_PSweights_13TeV-powheg-pythia8,/TTToSemiLeptonic_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v2/MINIAODSIM,110014744,300.770043012,365.46,1.10447115851E-05,/TTToSemiLeptonic_TuneCP5_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8_new_pmx,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,43732445,300.737892932,365.46,2.77874016558E-05,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTToSemiLeptonic_TuneCP5up_PSweights_13TeV-powheg-pythia8_new_pmx,/TTToSemiLeptonic_TuneCP5up_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,20122010,300.768368381,365.46,6.03860092987E-05,/TTToSemiLeptonic_TuneCP5up_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTToSemiLeptonic_TuneCP5down_PSweights_13TeV-powheg-pythia8,/TTToSemiLeptonic_TuneCP5down_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,27104055,300.704921483,365.46,4.48399421811E-05,/TTToSemiLeptonic_TuneCP5down_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
,,,,,,,,,,,
TTToSemiLeptonic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8_new_pmx,/TTToSemiLeptonic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,23977012,300.659594423,365.46,5.06955363261E-05,/TTToSemiLeptonic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTToSemiLeptonic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8,/TTToSemiLeptonic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,26367765,300.780738643,365.46,4.60804285019E-05,/TTToSemiLeptonic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
,,,,,,,,,,,
TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v2/MINIAODSIM,960752,72.1143419925,88.34,0.00127504188803,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTTo2L2Nu_TuneCP5_PSweights_13TeV-powheg-pythia8,/TTTo2L2Nu_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,66979742,72.094257864,88.34,1.82941926846E-05,/TTTo2L2Nu_TuneCP5_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
,,,,,,,,,,,
TTTo2L2Nu_TuneCP5up_PSweights_13TeV-powheg-pythia8_new_pmx,/TTTo2L2Nu_TuneCP5up_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,5500000,72.1229308452,88.34,0.000222700575165,/TTTo2L2Nu_TuneCP5up_PSweights_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTTo2L2Nu_TuneCP5down_PSweights_13TeV-powheg-pythia8_new_pmx,/TTTo2L2Nu_TuneCP5down_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,5500000,72.0626225121,88.34,0.00022288695057,/TTTo2L2Nu_TuneCP5down_PSweights_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTTo2L2Nu_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8_new_pmx,/TTTo2L2Nu_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,5476459,72.043608647,88.34,0.00022390412562,/TTTo2L2Nu_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
TTTo2L2Nu_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8,/TTTo2L2Nu_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,5413576,72.1429945844,88.34,0.000226192911789,/TTTo2L2Nu_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/vanderli-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
,,,,,,,,,,,
TTToHadronic_TuneCP5_13TeV-powheg-pythia8_new_pmx_v2,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,41729120,1,377.96,0.00905746394844,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/swieland-KIT_tthbb_sl_skims_MC_94X_LEG_2017-e1e3ed1788247eabd21100337ab8418d/USER,94X_mc2017_realistic_v17,FALSE,POWHEG,NONE,2017
